 "x" , "p" , "o" ,
 莫查 , "http://kg.course/talkop-vivre-card/0年前" , 经由罗的手术从而保住一命 ,
 莫查 , "http://kg.course/talkop-vivre-card/0年前" , "通过路飞他们和G5的帮助从庞克哈萨德逃走" ,
 莫查 , "http://kg.course/talkop-vivre-card/3年前" , "为了巨大化实验开始服用NHC10" ,
 莫查 , "http://kg.course/talkop-vivre-card/3年前" , 被当成海难事故处理 ,
 莫查 , "http://kg.course/talkop-vivre-card/3年前" , 被绑架至凯撒的所在地 ,
 莫奈 , "http://kg.course/talkop-vivre-card/0年前" , 与索隆和达斯琪交战败北 ,
 莫奈 , "http://kg.course/talkop-vivre-card/0年前" , 试图炸毁研究所但心脏被凯撒刺穿倒地 ,
 莫奈 , "http://kg.course/talkop-vivre-card/？年前" , 作为待女潜入德雷斯罗萨 ,
 莫奈 , "http://kg.course/talkop-vivre-card/？年前" , 吃下恶魔果实 ,
 莫奈 , "http://kg.course/talkop-vivre-card/？年前" , 被任命为在庞克哈萨德的凯撒的秘书 ,
 莫奈 , "http://kg.course/talkop-vivre-card/13年前" , 加入唐吉诃德家族 ,
 凯撒•库朗 , "http://kg.course/talkop-vivre-card/0年前" , 研究所被破坏 ,
 凯撒•库朗 , "http://kg.course/talkop-vivre-card/0年前" , "被罗夺去心脏，在WCI将其抢回并逃跑" ,
 凯撒•库朗 , "http://kg.course/talkop-vivre-card/？年前" , "与多弗拉明戈合作，开始SMILE的开发" ,
 凯撒•库朗 , "http://kg.course/talkop-vivre-card/？年前" , 与贝加庞克，伽治一起进行武器的研究 ,
 凯撒•库朗 , "http://kg.course/talkop-vivre-card/？年前" , "从Big Mom那里获得资金作为巨人化的开发费用" ,
 凯撒•库朗 , "http://kg.course/talkop-vivre-card/4年前" , 从监狱船逃走 ,
 凯撒•库朗 , "http://kg.course/talkop-vivre-card/4年前" , 在庞克哈萨德引发科学武器爆发事故 ,
 凯撒•库朗 , "http://kg.course/talkop-vivre-card/3年前" , 回到庞克哈萨德 ,
 洛克 , "http://kg.course/talkop-vivre-card/0年前" , 为了抹杀茶胡子而出现 ,
 洛克 , "http://kg.course/talkop-vivre-card/0年前" , 拐走娜美（身体是弗兰奇） ,
 洛克 , "http://kg.course/talkop-vivre-card/0年前" , 斯科奇输给了罗 ,
 洛克 , "http://kg.course/talkop-vivre-card/0年前" , 洛克输给了路飞和弗兰奇（身体是乔巴） ,
 洛克 , "http://kg.course/talkop-vivre-card/？年前" , "在伟大航路组成耶徥 Cool Brothers" ,
 洛克 , "http://kg.course/talkop-vivre-card/？年前" , 被海军抓到，作为囚犯被带往庞克哈萨德 ,
 洛克 , "http://kg.course/talkop-vivre-card/4年前" , 在化学武器爆发事件后成为凯撒的部下 ,
 斯科奇 , "http://kg.course/talkop-vivre-card/0年前" , 为了抹杀茶胡子而出现 ,
 斯科奇 , "http://kg.course/talkop-vivre-card/0年前" , 拐走娜美（身体是弗兰奇） ,
 斯科奇 , "http://kg.course/talkop-vivre-card/0年前" , 斯科奇输给了罗 ,
 斯科奇 , "http://kg.course/talkop-vivre-card/0年前" , 洛克输给了路飞和弗兰奇（身体是乔巴） ,
 斯科奇 , "http://kg.course/talkop-vivre-card/？年前" , "在伟大航路组成耶徥 Cool Brothers" ,
 斯科奇 , "http://kg.course/talkop-vivre-card/？年前" , 被海军抓到，作为囚犯被带往庞克哈萨德 ,
 斯科奇 , "http://kg.course/talkop-vivre-card/4年前" , 在化学武器爆发事件后成为凯撒的部下 ,
 史麦利 , "http://kg.course/talkop-vivre-card/0年前" , 变形为杀戮兵器「死亡国度」 ,
 史麦利 , "http://kg.course/talkop-vivre-card/？年前" , 被凯撒喂下恶魔果实 ,
 史麦利 , "http://kg.course/talkop-vivre-card/4年前" , "通过毒瓦斯H2S污染庞克哈萨德" ,
 维尔戈 , "http://kg.course/talkop-vivre-card/0年前" , "败给罗和斯摩格，卷入P•H的爆炸中" ,
 维尔戈 , "http://kg.course/talkop-vivre-card/？年前" , 取名为“柯拉松” ,
 维尔戈 , "http://kg.course/talkop-vivre-card/？年前" , "就任「G-5」基地长" ,
 维尔戈 , "http://kg.course/talkop-vivre-card/17年前" , 让罗西南迪继承“柯拉松”的外号 ,
 维尔戈 , "http://kg.course/talkop-vivre-card/15年前" , 正式加入海军 ,
 维尔戈 , "http://kg.course/talkop-vivre-card/31年前" , 立多弗朗明哥为王，组成堂吉诃德家族 ,
 维尔戈 , "http://kg.course/talkop-vivre-card/14年前" , "提出请求转入「G-5」基地" ,
 维尔戈 , "http://kg.course/talkop-vivre-card/16年前" , 为了完成“绝密任务”脱离堂吉诃德家族 ,
 锦卫门 , "http://kg.course/talkop-vivre-card/0年前" , 向佐乌出发但中途遇险，和雷藏分离 ,
 锦卫门 , "http://kg.course/talkop-vivre-card/0年前" , 回到和之国，计划进攻鬼岛 ,
 锦卫门 , "http://kg.course/talkop-vivre-card/0年前" , 来到庞克哈萨德，和“草帽一伙”相遇 ,
 锦卫门 , "http://kg.course/talkop-vivre-card/0年前" , 漂泊到德雷斯罗萨，却与勘十郎•桃之助分离 ,
 锦卫门 , "http://kg.course/talkop-vivre-card/0年前" , 通过“时间果实”的能力来到未来 ,
 锦卫门 , "http://kg.course/talkop-vivre-card/？年前" , 成为光月御田的家臣 ,
 锦卫门 , "http://kg.course/talkop-vivre-card/20年前" , 光月家被凯多和大蛇推翻 ,
 锦卫门 , "http://kg.course/talkop-vivre-card/20年前" , 光月御田被处刑 ,
 光月桃之助 , "http://kg.course/talkop-vivre-card/0年前" , 向佐乌出发但中途遇险，和雷藏分离 ,
 光月桃之助 , "http://kg.course/talkop-vivre-card/0年前" , 在佐乌和路飞等人结成“忍者海贼毛皮武士同盟” ,
 光月桃之助 , "http://kg.course/talkop-vivre-card/0年前" , "在庞克哈萨德吃下SMILE" ,
 光月桃之助 , "http://kg.course/talkop-vivre-card/0年前" , 漂泊到德雷斯罗萨，却与锦卫门•勘十郎分离 ,
 光月桃之助 , "http://kg.course/talkop-vivre-card/0年前" , 通过母亲•时的“时间果实”的能力来到未来 ,
 光月桃之助 , "http://kg.course/talkop-vivre-card/20年前" , 光月家被凯多和大蛇推翻 ,
 光月桃之助 , "http://kg.course/talkop-vivre-card/20年前" , 父亲•御田被处刑 ,
 光月桃之助 , "http://kg.course/talkop-vivre-card/28年前" , 作为光月御田的儿子出生 ,
 "Baby5" , "http://kg.course/talkop-vivre-card/0年前" , 和继承八宝水军“首领”之名的老蔡结婚 ,
 "Baby5" , "http://kg.course/talkop-vivre-card/0年前" , 在庞克哈萨德回收恺撒失败 ,
 "Baby5" , "http://kg.course/talkop-vivre-card/0年前" , 在德雷斯罗萨和八宝水军老蔡交战 ,
 "Baby5" , "http://kg.course/talkop-vivre-card/？年前" , 加入堂吉诃德家族 ,
 "Baby5" , "http://kg.course/talkop-vivre-card/？年前" , 为了给贫穷的村庄减少人口被母亲抛弃 ,
 "Baby5" , "http://kg.course/talkop-vivre-card/16年前" , 和特拉法尔加•罗相遇 ,
 巴法罗 , "http://kg.course/talkop-vivre-card/0年前" , 在庞克哈萨德回收恺撒失败 ,
 巴法罗 , "http://kg.course/talkop-vivre-card/0年前" , 在德雷斯罗萨和居鲁士交战 ,
 巴法罗 , "http://kg.course/talkop-vivre-card/？年前" , 加入堂吉诃德海贼团 ,
 巴法罗 , "http://kg.course/talkop-vivre-card/？年前" , 嘲笑琵卡被打得半死 ,
 巴法罗 , "http://kg.course/talkop-vivre-card/16年前" , 和特拉法尔加•罗相遇 ,
 一笑 , "http://kg.course/talkop-vivre-card/0年前" , 在圣地玛丽乔亚与“绿牛”会谈 ,
 一笑 , "http://kg.course/talkop-vivre-card/0年前" , 在德雷斯罗萨王国民众面前下跪谢罪 ,
 一笑 , "http://kg.course/talkop-vivre-card/0年前" , 护送多弗朗明戈的途中反击并击退杰克 ,
 一笑 , "http://kg.course/talkop-vivre-card/2年前" , 自阿拉巴斯坦王国事件以来对于「七武海制度」抱有疑惑 ,
 一笑 , "http://kg.course/talkop-vivre-card/？年前" , 经由世界征兵被特别任命为海军大将 ,
 维奥拉 , "http://kg.course/talkop-vivre-card/0年前" , 作为德雷斯罗萨王国的公主出席世界会议 ,
 维奥拉 , "http://kg.course/talkop-vivre-card/0年前" , 退出堂吉诃德海贼团 ,
 维奥拉 , "http://kg.course/talkop-vivre-card/？年前" , 成为瞪瞪果实能力者 ,
 维奥拉 , "http://kg.course/talkop-vivre-card/？年前" , 把莫奈请作侍女 ,
 维奥拉 , "http://kg.course/talkop-vivre-card/10年前" , 为了保住力库王的性命加入堂吉诃德海贼团 ,
 维奥拉 , "http://kg.course/talkop-vivre-card/29年前" , 出生于德雷斯罗萨王国力库王家 ,
 居鲁士 , "http://kg.course/talkop-vivre-card/？年前" , 与斯卡蕾特结婚 ,
 居鲁士 , "http://kg.course/talkop-vivre-card/10年前" , 痛失斯卡蕾特 ,
 居鲁士 , "http://kg.course/talkop-vivre-card/10年前" , 被砂糖的能力变成玩具 ,
 居鲁士 , "http://kg.course/talkop-vivre-card/20年前" , "在竞技场取得3000胜" ,
 居鲁士 , "http://kg.course/talkop-vivre-card/26年前" , "在竞技场取得1000胜" ,
 居鲁士 , "http://kg.course/talkop-vivre-card/19年前" , 就任力库王军队长 ,
 居鲁士 , "http://kg.course/talkop-vivre-card/29年前" , 因犯杀人罪成为竞技场的囚犯剑斗士 ,
 居鲁士 , "http://kg.course/talkop-vivre-card/44年前" , 出生于德雷斯罗萨王国斯拉姆街 ,
 老蔡 , "http://kg.course/talkop-vivre-card/0年前" , 参加斗牛竞技场的擂台赛 ,
 老蔡 , "http://kg.course/talkop-vivre-card/0年前" , "与baby-5结婚" ,
 老蔡 , "http://kg.course/talkop-vivre-card/0年前" , 作为世界会议的护卫同行 ,
 老蔡 , "http://kg.course/talkop-vivre-card/0年前" , "加入“草帽大船团”，成为3号船船长" ,
 老蔡 , "http://kg.course/talkop-vivre-card/0年前" , 毁掉与“二宝水军”栋梁的女儿•霍璃莎婚约 ,
 老蔡 , "http://kg.course/talkop-vivre-card/0年前" , 继承“八冲拳”奥义“锥龙锥钉” ,
 老蔡 , "http://kg.course/talkop-vivre-card/？年前" , 加入“八冲拳”门下 ,
 老蔡 , "http://kg.course/talkop-vivre-card/？年前" , "就任“八宝水军”第13代栋梁" ,
 凯利•凡克（哥哥） , "http://kg.course/talkop-vivre-card/0年前" , 从玩具变回人类 ,
 凯利•凡克（哥哥） , "http://kg.course/talkop-vivre-card/0年前" , 参加德雷斯罗萨的斗兽场擂台赛 ,
 凯利•凡克（哥哥） , "http://kg.course/talkop-vivre-card/0年前" , 给路飞和罗设陷阱 ,
 凯利•凡克（哥哥） , "http://kg.course/talkop-vivre-card/0年前" , 被投放到角斗场的地下 ,
 凯利•凡克（哥哥） , "http://kg.course/talkop-vivre-card/0年前" , 被砂糖变成玩具 ,
 凯利•凡克（哥哥） , "http://kg.course/talkop-vivre-card/0年前" , 遭到多弗朗明哥的袭击 ,
 波比•凡克（弟） , "http://kg.course/talkop-vivre-card/0年前" , 从玩具变回人类 ,
 波比•凡克（弟） , "http://kg.course/talkop-vivre-card/0年前" , 参加德雷斯罗萨的斗兽场擂台赛 ,
 波比•凡克（弟） , "http://kg.course/talkop-vivre-card/0年前" , 给路飞和罗设陷阱 ,
 波比•凡克（弟） , "http://kg.course/talkop-vivre-card/0年前" , 被投放到角斗场的地下 ,
 波比•凡克（弟） , "http://kg.course/talkop-vivre-card/0年前" , 被砂糖变成玩具 ,
 波比•凡克（弟） , "http://kg.course/talkop-vivre-card/0年前" , 遭到多弗朗明哥的袭击 ,
 伊利扎贝罗二世 , "http://kg.course/talkop-vivre-card/0年前" , 决心打倒多弗朗明哥 ,
 伊利扎贝罗二世 , "http://kg.course/talkop-vivre-card/0年前" , 出席世界会议 ,
 伊利扎贝罗二世 , "http://kg.course/talkop-vivre-card/0年前" , 参加斗兽场擂台赛 ,
 伊利扎贝罗二世 , "http://kg.course/talkop-vivre-card/？年前" , 国家的危机受到力库王救助 ,
 伊利扎贝罗二世 , "http://kg.course/talkop-vivre-card/？年前" , 成为普罗甸斯王国的国王 ,
 伊利扎贝罗二世 , "http://kg.course/talkop-vivre-card/？年前" , 用王者之拳破坏敌国要塞 ,
 伊利扎贝罗二世 , "http://kg.course/talkop-vivre-card/60年前" , 出生于普罗甸斯王国 ,
 斯莱曼 , "http://kg.course/talkop-vivre-card/0年前" , 参加德雷斯罗萨的斗兽场擂台赛 ,
 斯莱曼 , "http://kg.course/talkop-vivre-card/0年前" , 为讨伐多弗朗明哥与路飞协力 ,
 斯莱曼 , "http://kg.course/talkop-vivre-card/0年前" , 加入“俊美海贼团”，加入“草帽大船团” ,
 斯莱曼 , "http://kg.course/talkop-vivre-card/0年前" , 听卡文迪许说自己的过去 ,
 斯莱曼 , "http://kg.course/talkop-vivre-card/0年前" , "在D区与蕾贝卡对决" ,
 斯莱曼 , "http://kg.course/talkop-vivre-card/0年前" , 败给德林杰 ,
 斯莱曼 , "http://kg.course/talkop-vivre-card/？年前" , 作为处刑人在祖国活跃 ,
 斯莱曼 , "http://kg.course/talkop-vivre-card/？年前" , "成为迪亚斯海战的A级战犯" ,
 奥隆布斯 , "http://kg.course/talkop-vivre-card/0年前" , 参加德雷斯罗萨的斗兽场擂台赛 ,
 奥隆布斯 , "http://kg.course/talkop-vivre-card/0年前" , "成为“草帽大船团”7号船船长" ,
 奥隆布斯 , "http://kg.course/talkop-vivre-card/？年前" , 就任约塔玛利亚大船团提督 ,
 奥隆布斯 , "http://kg.course/talkop-vivre-card/？年前" , 被称为“杀戮支配者” ,
 奥隆布斯 , "http://kg.course/talkop-vivre-card/？年前" , 被称为“虚伪的冒险男儿” ,
 奥隆布斯 , "http://kg.course/talkop-vivre-card/42年前" , 出生于斯坦丁王国 ,
 卡文迪许 , "http://kg.course/talkop-vivre-card/0年前" , 参加德雷斯罗萨的斗兽场擂台赛 ,
 卡文迪许 , "http://kg.course/talkop-vivre-card/0年前" , 成为“草帽大船团”的一号船船长 ,
 卡文迪许 , "http://kg.course/talkop-vivre-card/0年前" , "赏金达到3亿3千万贝利" ,
 卡文迪许 , "http://kg.course/talkop-vivre-card/2年前" , 开始憎恨最恶世代 ,
 卡文迪许 , "http://kg.course/talkop-vivre-card/？年前" , 因犯了太受欢迎罪被布鲁乔亚王国流放 ,
 卡文迪许 , "http://kg.course/talkop-vivre-card/？年前" , 白马因梦游病出现，在隆美尔引发事件 ,
 卡文迪许 , "http://kg.course/talkop-vivre-card/26年前" , 出生于布鲁乔亚王国 ,
 卡文迪许 , "http://kg.course/talkop-vivre-card/3年前" , 进入新世界 ,
 蕾贝卡 , "http://kg.course/talkop-vivre-card/0年前" , 与父亲再次相遇，共同生活 ,
 蕾贝卡 , "http://kg.course/talkop-vivre-card/0年前" , 与路西相遇 ,
 蕾贝卡 , "http://kg.course/talkop-vivre-card/0年前" , 参加世界会议 ,
 蕾贝卡 , "http://kg.course/talkop-vivre-card/0年前" , 成为维奥拉公主的侍女 ,
 蕾贝卡 , "http://kg.course/talkop-vivre-card/？年前" , 成为斗牛竞技场的囚犯剑斗士 ,
 蕾贝卡 , "http://kg.course/talkop-vivre-card/10年前" , 母亲遭到杀害 ,
 蕾贝卡 , "http://kg.course/talkop-vivre-card/16年前" , 出生于居鲁士和斯卡蕾特的家庭 ,
 巴托洛米奥 , "http://kg.course/talkop-vivre-card/0年前" , 在德雷斯罗萨参加斗兽场擂台赛 ,
 巴托洛米奥 , "http://kg.course/talkop-vivre-card/0年前" , "成为“草帽大船团”2号船船长" ,
 巴托洛米奥 , "http://kg.course/talkop-vivre-card/0年前" , 闯入“新世界” ,
 巴托洛米奥 , "http://kg.course/talkop-vivre-card/2年前" , 在罗格镇目击路飞的奇迹 ,
 巴托洛米奥 , "http://kg.course/talkop-vivre-card/？年前" , 创立巴尔托俱乐部 ,
 巴托洛米奥 , "http://kg.course/talkop-vivre-card/？年前" , "成为率领150条街的黑社会老大" ,
 巴托洛米奥 , "http://kg.course/talkop-vivre-card/24年前" , 在“东海”出生 ,
 伊迪奥 , "http://kg.course/talkop-vivre-card/0年前" , 在德雷斯罗萨参加斗兽场擂台赛 ,
 伊迪奥 , "http://kg.course/talkop-vivre-card/0年前" , "成立XXX格斗联合，加入“草帽大船团”" ,
 伊迪奥 , "http://kg.course/talkop-vivre-card/0年前" , 成立伊迪奥海贼团 ,
 伊迪奥 , "http://kg.course/talkop-vivre-card/0年前" , 输给德林杰 ,
 伊迪奥 , "http://kg.course/talkop-vivre-card/0年前" , "遇到长手族VS长腿族的千年对抗" ,
 伊迪奥 , "http://kg.course/talkop-vivre-card/？年前" , 在「新世界中央格斗会」上获得第一次冠军 ,
 伊迪奥 , "http://kg.course/talkop-vivre-card/？年前" , 在「新世界中央格斗会」上获得第二次冠军 ,
 海尔丁 , "http://kg.course/talkop-vivre-card/0年前" , 在德雷斯罗萨参加斗兽场擂台赛 ,
 海尔丁 , "http://kg.course/talkop-vivre-card/0年前" , 向巴基速递提出辞职 ,
 海尔丁 , "http://kg.course/talkop-vivre-card/0年前" , "成为“草帽大船团”6号船船长" ,
 海尔丁 , "http://kg.course/talkop-vivre-card/0年前" , 成为新巨兵海贼团船长 ,
 海尔丁 , "http://kg.course/talkop-vivre-card/？年前" , 成为巴基速递的雇佣兵 ,
 海尔丁 , "http://kg.course/talkop-vivre-card/81年前" , 出生于艾尔巴夫 ,
 布洛基利 , "http://kg.course/talkop-vivre-card/0年前" , 在德雷斯罗萨参加斗兽场擂台赛 ,
 布洛基利 , "http://kg.course/talkop-vivre-card/0年前" , "成立XXX格斗联合，加入“草帽大船团”" ,
 布洛基利 , "http://kg.course/talkop-vivre-card/0年前" , 输给德林杰 ,
 布洛基利 , "http://kg.course/talkop-vivre-card/0年前" , "遇到长手族VS长腿族的千年对抗" ,
 布洛基利 , "http://kg.course/talkop-vivre-card/0年前" , 假装和军师达伽马联手后叛变 ,
 布洛基利 , "http://kg.course/talkop-vivre-card/0年前" , 和伊迪奥一起成立伊迪奥海贼团 ,
 布洛基利 , "http://kg.course/talkop-vivre-card/0年前" , "输给伊利扎贝罗2世" ,
 "力库•多尔多3世" , "http://kg.course/talkop-vivre-card/0年前" , 夺回王位，出席世界会议 ,
 "力库•多尔多3世" , "http://kg.course/talkop-vivre-card/？年前" , 加冕为德雷斯罗萨王国国王 ,
 "力库•多尔多3世" , "http://kg.course/talkop-vivre-card/10年前" , 中了多弗朗明戈的计谋，被剥夺王位 ,
 "力库•多尔多3世" , "http://kg.course/talkop-vivre-card/29年前" , 和居鲁士相遇 ,
 "力库•多尔多3世" , "http://kg.course/talkop-vivre-card/29年前" , 次女维奥拉出生 ,
 "力库•多尔多3世" , "http://kg.course/talkop-vivre-card/35年前" , 长女斯卡莱特出生 ,
 哈库 , "http://kg.course/talkop-vivre-card/0年前" , 与萨波，克尔拉一起潜入德雷斯罗萨 ,
 哈库 , "http://kg.course/talkop-vivre-card/0年前" , 参加斗牛角斗场的擂台赛 ,
 哈库 , "http://kg.course/talkop-vivre-card/0年前" , 带回所有走私清单和武器 ,
 哈库 , "http://kg.course/talkop-vivre-card/0年前" , 被推进角斗场的地下 ,
 哈库 , "http://kg.course/talkop-vivre-card/12年前" , 遇到萨波 ,
 哈库 , "http://kg.course/talkop-vivre-card/？年前" , 加入革命军 ,
 哈库 , "http://kg.course/talkop-vivre-card/9年前" , 将克尔拉指引到革命军，教导她鱼人空手道 ,
 雷欧 , "http://kg.course/talkop-vivre-card/0年前" , 出席世界会议，担任力库王家族护卫 ,
 雷欧 , "http://kg.course/talkop-vivre-card/0年前" , 和“草帽一伙 ”一同击败堂吉诃德家族 ,
 雷欧 , "http://kg.course/talkop-vivre-card/0年前" , "和居鲁士一同开始「SOP作战」" ,
 雷欧 , "http://kg.course/talkop-vivre-card/0年前" , "成为“草帽大船团”5号船船长" ,
 雷欧 , "http://kg.course/talkop-vivre-card/0年前" , 成立咚塔塔海贼团 ,
 雷欧 , "http://kg.course/talkop-vivre-card/10年前" , "500名咚塔塔族族人被多弗朗明戈抓走" ,
 雷欧 , "http://kg.course/talkop-vivre-card/10年前" , 多弗朗明戈成为德雷斯罗萨的国王 ,
 乔拉 , "http://kg.course/talkop-vivre-card/0年前" , 威逼蔓雪莉公主 ,
 乔拉 , "http://kg.course/talkop-vivre-card/0年前" , 战败，被海军带走 ,
 乔拉 , "http://kg.course/talkop-vivre-card/0年前" , 袭击桑尼号但以失败告终 ,
 乔拉 , "http://kg.course/talkop-vivre-card/？年前" , 加入堂吉诃德家族 ,
 乔拉 , "http://kg.course/talkop-vivre-card/10年前" , 袭击德雷斯罗萨 ,
 乔拉 , "http://kg.course/talkop-vivre-card/13年前" , 袭击米尼恩岛 ,
 乔拉 , "http://kg.course/talkop-vivre-card/16年前" , 照顾罗和德林杰 ,
 巴斯提尤 , "http://kg.course/talkop-vivre-card/0年前" , 参与德雷斯罗萨的搜查任务 ,
 巴斯提尤 , "http://kg.course/talkop-vivre-card/2年前" , 参与顶上战争 ,
 巴斯提尤 , "http://kg.course/talkop-vivre-card/？年前" , 加入海军 ,
 巴斯提尤 , "http://kg.course/talkop-vivre-card/？年前" , 升职为海军本部中将 ,
 古拉迪乌斯 , "http://kg.course/talkop-vivre-card/0年前" , 被海军带走 ,
 古拉迪乌斯 , "http://kg.course/talkop-vivre-card/0年前" , 败于巴托洛米奥 ,
 古拉迪乌斯 , "http://kg.course/talkop-vivre-card/？年前" , 加入堂吉诃德家族 ,
 古拉迪乌斯 , "http://kg.course/talkop-vivre-card/？年前" , 从属于琵卡军 ,
 古拉迪乌斯 , "http://kg.course/talkop-vivre-card/10年前" , 袭击德雷斯罗萨 ,
 古拉迪乌斯 , "http://kg.course/talkop-vivre-card/16年前" , 前往颠倒山，为扩大交易尽力 ,
 古拉迪乌斯 , "http://kg.course/talkop-vivre-card/16年前" , 陪罗做射击练习 ,
 德林杰 , "http://kg.course/talkop-vivre-card/0年前" , 被海军带走 ,
 德林杰 , "http://kg.course/talkop-vivre-card/0年前" , 在王宫的战斗中击败斯莱曼和艾迪欧 ,
 德林杰 , "http://kg.course/talkop-vivre-card/0年前" , 被白马打倒 ,
 德林杰 , "http://kg.course/talkop-vivre-card/0年前" , 袭击暗杀路飞失败的贝拉米 ,
 德林杰 , "http://kg.course/talkop-vivre-card/？年前" , 因为乔拉的兴趣被当做女孩子养育 ,
 德林杰 , "http://kg.course/talkop-vivre-card/10年前" , 袭击德雷斯罗萨 ,
 德林杰 , "http://kg.course/talkop-vivre-card/16年前" , 被堂吉诃德家族捡到 ,
 砂糖 , "http://kg.course/talkop-vivre-card/0年前" , 被海军带走 ,
 砂糖 , "http://kg.course/talkop-vivre-card/0年前" , 以路飞和罗为目标，再次被乌索普打倒 ,
 砂糖 , "http://kg.course/talkop-vivre-card/0年前" , "在“SOP作战”中失去意识，玩具们变回人类" ,
 砂糖 , "http://kg.course/talkop-vivre-card/12年前" , "吃下童趣果实，身体的成长在10岁时停止" ,
 砂糖 , "http://kg.course/talkop-vivre-card/10年前" , 袭击德雷斯罗萨 ,
 砂糖 , "http://kg.course/talkop-vivre-card/10年前" , 用能力把居鲁士变成玩具 ,
 砂糖 , "http://kg.course/talkop-vivre-card/13年前" , 加入堂吉诃德家族 ,
 砂糖 , "http://kg.course/talkop-vivre-card/13年前" , 和姐姐莫奈一同被堂吉诃德家族所救 ,
 塞尼奥尔•皮克 , "http://kg.course/talkop-vivre-card/0年前" , 败于弗兰奇，被海军带走 ,
 塞尼奥尔•皮克 , "http://kg.course/talkop-vivre-card/？年前" , 加入堂吉诃德家族 ,
 塞尼奥尔•皮克 , "http://kg.course/talkop-vivre-card/？年前" , 与露西安相遇，结婚 ,
 塞尼奥尔•皮克 , "http://kg.course/talkop-vivre-card/？年前" , 吉姆雷特因为高烧急病死去 ,
 塞尼奥尔•皮克 , "http://kg.course/talkop-vivre-card/？年前" , 生下吉姆雷特 ,
 塞尼奥尔•皮克 , "http://kg.course/talkop-vivre-card/？年前" , 露西安去世 ,
 塞尼奥尔•皮克 , "http://kg.course/talkop-vivre-card/？年前" , 露西安被卷入泥石流中，变成植物人 ,
 马哈拜斯 , "http://kg.course/talkop-vivre-card/0年前" , 被海军带走 ,
 马哈拜斯 , "http://kg.course/talkop-vivre-card/0年前" , 和海尔丁交战败北 ,
 马哈拜斯 , "http://kg.course/talkop-vivre-card/？年前" , 加入堂吉诃德家族 ,
 马哈拜斯 , "http://kg.course/talkop-vivre-card/？年前" , 小时候吃下吨压果实 ,
 马哈拜斯 , "http://kg.course/talkop-vivre-card/10年前" , 袭击德雷斯罗萨 ,
 "拉奥•G" , "http://kg.course/talkop-vivre-card/0年前" , 被海军带走 ,
 "拉奥•G" , "http://kg.course/talkop-vivre-card/0年前" , 输给老蔡 ,
 "拉奥•G" , "http://kg.course/talkop-vivre-card/？年前" , 加入堂吉诃德家族 ,
 "拉奥•G" , "http://kg.course/talkop-vivre-card/？年前" , 加入迪亚曼蒂军 ,
 "拉奥•G" , "http://kg.course/talkop-vivre-card/10年前" , 袭击德雷斯罗萨 ,
 "拉奥•G" , "http://kg.course/talkop-vivre-card/16年前" , 前往颠倒山，尽全力扩大交易 ,
 "拉奥•G" , "http://kg.course/talkop-vivre-card/16年前" , 训练罗的体术 ,
 迪亚曼蒂 , "http://kg.course/talkop-vivre-card/0年前" , 被海军带走 ,
 迪亚曼蒂 , "http://kg.course/talkop-vivre-card/0年前" , 和居鲁士、蕾贝卡交战败北 ,
 迪亚曼蒂 , "http://kg.course/talkop-vivre-card/？年前" , 和托雷波尔、琵卡、维尔戈相遇 ,
 迪亚曼蒂 , "http://kg.course/talkop-vivre-card/？年前" , 度过穷苦的童年 ,
 迪亚曼蒂 , "http://kg.course/talkop-vivre-card/？年前" , 成为竞技场的英雄 ,
 迪亚曼蒂 , "http://kg.course/talkop-vivre-card/？年前" , 成为飘扬果实的能力者 ,
 迪亚曼蒂 , "http://kg.course/talkop-vivre-card/10年前" , 强杀斯卡莱特 ,
 迪亚曼蒂 , "http://kg.course/talkop-vivre-card/31年前" , 发现多弗朗明哥王的资质 ,
 托雷波尔 , "http://kg.course/talkop-vivre-card/0年前" , 被海军带走 ,
 托雷波尔 , "http://kg.course/talkop-vivre-card/0年前" , 和路飞、罗交战败北 ,
 托雷波尔 , "http://kg.course/talkop-vivre-card/？年前" , 和迪亚曼蒂、琵卡、维尔戈相遇 ,
 托雷波尔 , "http://kg.course/talkop-vivre-card/？年前" , 得到线线果实 ,
 托雷波尔 , "http://kg.course/talkop-vivre-card/？年前" , 成为黏黏果实的能力者 ,
 托雷波尔 , "http://kg.course/talkop-vivre-card/10年前" , 袭击德雷斯罗萨 ,
 托雷波尔 , "http://kg.course/talkop-vivre-card/31年前" , 与多弗朗明哥相遇，交给他线线果实 ,
 琵卡 , "http://kg.course/talkop-vivre-card/0年前" , 被海军带走 ,
 琵卡 , "http://kg.course/talkop-vivre-card/0年前" , 化身巨大的岩石人和索隆交战 ,
 琵卡 , "http://kg.course/talkop-vivre-card/0年前" , 想打倒力库王，却被索隆打败 ,
 琵卡 , "http://kg.course/talkop-vivre-card/？年前" , 和托雷波尔等人一起生活 ,
 琵卡 , "http://kg.course/talkop-vivre-card/？年前" , 宣誓效忠多弗朗明哥 ,
 琵卡 , "http://kg.course/talkop-vivre-card/10年前" , 袭击德雷斯罗萨 ,
 琵卡 , "http://kg.course/talkop-vivre-card/13年前" , 袭击米尼恩岛 ,
 勘十郎 , "http://kg.course/talkop-vivre-card/0年前" , 和锦卫门重逢 ,
 勘十郎 , "http://kg.course/talkop-vivre-card/0年前" , 回到和之国 ,
